Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
Kilimani Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 7,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 7,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 7,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Ruaka Nairobi,0,0,0,"KSh 10,000,000",Other,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 6,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 6,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 6,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 21,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 6,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 6,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 6,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kilimani Nairobi,2,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 6,200,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 12,000,000",Apartment,Sale
"Riara Road, Kilimani Nairobi",3,3,3,"KSh 19,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 6,200,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 6,200,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 19,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 19,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 19,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 6,200,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 6,200,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 6,200,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 8,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 25,000,000",Apartment,Sale
Lavington Nairobi,5,6,6,"KSh 50,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 50,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 53,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 55,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 55,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 60,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 65,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 70,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 75,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 85,000,000",House,Sale
Kilimani Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 4,900,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 4,900,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 4,900,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 9,600,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,600,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 9,600,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Muthaiga Area Muthaiga Nairobi,5,6,6,"KSh 650,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 250,000,000",House,Sale
Muthaiga Nairobi,4,5,5,"KSh 400,000,000",House,Sale
Muthaiga Nairobi,5,6,6,"KSh 630,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,4,5,"KSh 280,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 380,000,000",House,Sale
Muthaiga Nairobi,5,6,6,"KSh 380,000,000",House,Sale
Muthaiga North Nairobi,4,5,5,"KSh 138,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 485,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 235,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,5,6,6,"KSh 280,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 320,000,000",House,Sale
Muthaiga Area Muthaiga Nairobi,4,5,5,"KSh 535,000,000",House,Sale
Old Muthaiga Muthaiga Nairobi,5,6,6,"KSh 350,000,000",House,Sale
Kilimani Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 18,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 18,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 18,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 17,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 17,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 17,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 4,900,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 4,900,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 4,900,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 8,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,5,6,6,"KSh 55,000,000",House,Sale
Lavington Nairobi,5,6,6,"KSh 75,000,000",House,Sale
Kilimani Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 18,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 23,000,000",Apartment,Sale
